ms_zoning,lot_area,condition_1,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_unf_sf,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,fireplaces,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,yr_sold,age,quality,remod,bsmt_rating,bsmt_sf,saleprice
1,11553,1,5,5,1968,1968,3,3,3,3,378.0,1051.0,1,1159,1159,1,3,1,3,1,1.0,336.0,3,3,1,2006,38,225,38,9,673.0,158000
1,7150,1,4,4,1955,1955,3,3,3,3,1040.0,1190.0,1,1040,1540,1,4,1,2,0,1.0,352.0,3,3,1,2007,52,144,52,9,150.0,115000
1,6285,1,5,5,1977,1977,3,3,4,3,405.0,894.0,1,894,894,1,2,1,3,0,1.0,308.0,3,3,1,2007,30,225,30,12,489.0,120750
3,7500,1,7,5,2000,2000,4,3,4,3,281.0,814.0,1,814,1674,2,3,1,4,0,2.0,663.0,3,3,1,2010,10,420,10,12,533.0,216000
2,2001,1,4,5,1970,1970,3,3,3,3,546.0,546.0,1,546,1092,1,3,1,3,0,1.0,286.0,3,3,1,2007,37,180,37,9,0.0,75000
1,19508,1,6,5,1974,1974,3,3,3,3,630.0,1430.0,1,1430,1430,2,3,1,3,2,2.0,484.0,3,3,1,2008,34,270,34,9,800.0,192000
1,7176,1,6,6,1978,1978,3,3,3,4,166.0,960.0,1,1040,1040,1,3,1,3,1,2.0,616.0,3,3,1,2006,28,324,28,12,794.0,160500
1,10652,1,7,5,2006,2007,4,3,4,3,1494.0,1494.0,1,1494,1494,2,3,1,4,1,3.0,840.0,3,3,1,2007,1,420,0,12,0.0,279500
1,11235,2,5,6,1963,1963,3,3,4,3,197.0,981.0,1,1075,1075,1,3,1,4,0,2.0,440.0,3,3,1,2008,45,270,45,12,784.0,148000
1,10265,1,5,7,1967,2005,3,2,3,3,234.0,992.0,1,992,992,1,3,1,4,0,1.0,294.0,3,3,1,2008,41,210,3,9,758.0,145000
1,14541,1,8,7,1993,1993,4,4,4,4,326.0,1338.0,1,1352,2520,2,5,1,4,1,3.0,796.0,3,3,1,2006,13,896,13,16,1012.0,310000
1,10184,1,6,5,1963,1963,3,3,3,3,503.0,1083.0,1,1146,1146,1,3,1,3,1,1.0,294.0,3,3,1,2006,43,270,43,9,580.0,165000
1,46589,1,8,7,1994,2005,4,3,4,4,88.0,1629.0,1,1686,2448,2,4,1,4,1,3.0,711.0,3,3,1,2009,15,672,4,16,1541.0,402000
3,10625,1,7,5,2005,2005,4,3,4,3,1026.0,1026.0,1,1026,1958,2,3,1,4,1,3.0,936.0,3,3,1,2008,3,420,3,12,0.0,250000
1,5911,1,9,5,2005,2005,5,3,5,3,1088.0,1560.0,1,1565,1565,2,2,1,5,1,2.0,556.0,3,3,1,2006,1,675,1,15,472.0,282500
1,8987,1,8,5,2005,2006,4,3,4,3,1595.0,1595.0,1,1595,1595,2,2,1,4,1,3.0,880.0,3,3,1,2010,5,480,4,12,0.0,221500
1,17871,1,4,5,1995,1996,3,3,4,3,1680.0,1680.0,1,1680,1680,2,4,1,4,0,2.0,628.0,3,3,1,2007,12,180,11,12,0.0,170000
1,11500,1,6,4,1967,1967,2,3,3,2,108.0,1040.0,1,1040,1040,1,3,1,3,1,2.0,480.0,3,3,1,2009,42,144,42,6,932.0,163000
1,12257,1,8,5,1995,1995,4,3,4,3,1198.0,1318.0,1,1328,2531,2,4,1,4,1,3.0,752.0,3,3,1,2007,12,480,12,12,120.0,290000
1,9044,1,8,5,1996,1997,4,4,4,3,100.0,1325.0,1,1335,2538,2,4,1,4,1,3.0,933.0,3,3,1,2007,11,640,10,12,1225.0,330000
2,1680,1,6,5,1973,1973,3,3,3,3,229.0,483.0,1,483,987,1,2,1,3,0,1.0,264.0,3,3,1,2009,36,270,36,9,254.0,111000
1,9468,1,6,5,1999,1999,3,3,4,3,201.0,840.0,1,840,1755,2,3,1,3,1,2.0,530.0,3,3,1,2006,7,270,7,12,639.0,214000
1,9373,1,5,6,1953,1953,3,3,3,3,456.0,1152.0,1,1152,1152,1,3,1,3,0,2.0,636.0,3,3,1,2008,55,270,55,9,696.0,137500
3,7000,1,7,5,2003,2003,4,3,4,3,304.0,926.0,1,1016,1884,2,3,1,5,1,2.0,581.0,3,3,1,2009,6,420,6,12,622.0,240900
1,10186,1,7,5,1992,1992,4,3,4,3,76.0,750.0,1,1061,1923,2,3,1,4,1,2.0,564.0,3,3,1,2010,18,420,18,12,674.0,190000
1,11664,1,7,5,2002,2002,4,3,4,3,335.0,1569.0,1,1611,1611,2,3,1,4,0,3.0,1231.0,3,3,1,2009,7,420,7,12,1234.0,250000
1,10768,1,5,8,1976,2004,4,4,4,3,280.0,1437.0,1,1437,1437,2,3,1,4,1,2.0,528.0,3,3,1,2007,31,640,3,12,1157.0,218000
1,10530,1,7,6,1993,1993,4,3,4,3,329.0,1148.0,1,1091,2075,2,3,1,4,1,2.0,473.0,3,3,1,2007,14,504,14,12,819.0,255000
1,14859,1,7,5,2006,2006,4,3,4,3,1670.0,1670.0,1,1670,1670,2,3,1,4,1,3.0,690.0,3,3,1,2006,0,420,0,12,0.0,240000
1,10481,1,8,5,2006,2007,4,3,4,3,2140.0,2140.0,1,2140,2140,2,3,1,4,0,3.0,894.0,3,3,1,2007,1,480,0,12,0.0,360000
1,9350,1,5,8,1965,1999,3,4,3,3,586.0,1219.0,1,1265,1265,2,3,1,4,1,2.0,502.0,3,3,1,2008,43,480,9,9,633.0,179900
1,6718,1,8,5,2001,2001,4,3,5,3,1017.0,1267.0,1,1312,1312,2,2,1,4,0,2.0,471.0,3,3,1,2007,6,480,6,15,250.0,180500
1,11855,1,7,5,2000,2000,3,3,5,3,348.0,1168.0,1,1168,2787,4,6,2,3,2,4.0,820.0,3,3,1,2009,9,315,9,15,820.0,269500
1,12394,1,7,5,2003,2003,4,3,4,3,847.0,847.0,1,847,1733,2,3,1,4,1,2.0,433.0,3,3,1,2007,4,420,4,12,0.0,225000
2,7000,1,6,7,1940,1950,3,3,3,3,345.0,720.0,1,720,1215,1,3,1,4,0,2.0,720.0,3,3,1,2007,67,378,57,9,375.0,141000
1,10367,1,9,5,2008,2008,5,3,5,3,724.0,1739.0,1,1743,1743,2,3,1,5,1,3.0,927.0,3,3,1,2009,1,675,1,15,1015.0,335000
1,15240,1,5,8,1977,2004,4,4,4,3,140.0,1026.0,1,1026,1026,1,3,1,3,0,1.0,308.0,3,3,1,2010,33,640,6,12,886.0,150000
1,50271,1,9,5,1981,1987,4,3,5,3,32.0,1842.0,1,1842,1842,0,0,1,4,1,3.0,894.0,3,3,1,2006,25,540,19,15,1810.0,385000
1,13600,1,7,6,1965,1990,3,3,3,3,314.0,768.0,1,1186,1986,2,3,1,3,3,2.0,486.0,3,3,1,2009,44,378,19,9,454.0,205000
1,6762,1,7,5,2006,2006,4,3,4,3,501.0,1187.0,1,1208,1208,2,2,1,4,0,2.0,632.0,3,3,1,2010,4,420,4,12,686.0,206000
1,8500,1,7,5,2004,2004,4,3,4,3,1422.0,1422.0,1,1422,1422,2,3,1,4,0,2.0,626.0,3,3,1,2007,3,420,3,12,0.0,179600
1,8877,1,4,5,1951,1951,3,3,2,2,0.0,836.0,1,1220,1220,1,2,1,3,0,2.0,396.0,3,3,1,2006,55,180,55,4,836.0,102000
1,15611,1,5,6,1977,1977,3,3,4,3,266.0,1126.0,1,1126,1126,2,3,1,5,0,2.0,540.0,3,3,1,2008,31,270,31,12,860.0,175000
1,13300,1,5,5,1956,2001,3,3,3,3,521.0,1015.0,1,1384,1384,1,2,1,3,0,2.0,896.0,3,3,1,2006,50,225,5,9,494.0,159000
1,6500,1,6,6,1976,1976,3,3,3,5,94.0,1127.0,1,1127,1127,1,3,1,3,1,2.0,480.0,3,3,1,2008,32,324,32,15,1033.0,135000
1,9525,1,6,4,1954,1972,3,3,3,2,550.0,994.0,1,1216,1855,2,4,1,3,0,1.0,325.0,3,3,1,2006,52,216,34,6,444.0,136900
1,6993,2,5,7,1961,1994,3,3,3,3,447.0,912.0,1,1236,1236,1,3,1,3,1,1.0,288.0,3,3,1,2006,45,315,12,9,465.0,135000
1,9430,1,8,5,1999,1999,4,3,4,3,89.0,1252.0,1,1268,2365,2,3,1,4,1,3.0,856.0,3,3,1,2009,10,480,10,12,1163.0,337000
1,11029,7,6,7,1968,1984,3,3,3,3,435.0,1054.0,1,1512,2654,2,4,1,4,1,2.0,619.0,3,3,1,2006,38,378,22,9,619.0,250000
1,14311,1,8,5,1996,1996,4,3,4,3,213.0,1236.0,1,1236,2340,2,4,1,4,1,3.0,787.0,3,3,1,2008,12,480,12,12,1023.0,306000
3,3604,1,7,5,2007,2007,4,3,4,3,689.0,689.0,1,703,1392,2,2,1,4,0,2.0,540.0,3,3,1,2008,1,420,1,12,0.0,146000
2,10320,1,6,5,1915,1950,3,3,3,2,763.0,1138.0,1,1138,2180,1,3,1,3,1,2.0,720.0,3,3,0,2007,92,270,57,6,375.0,161000
1,10603,1,6,7,1977,2001,3,3,3,3,410.0,1610.0,1,1610,1610,2,3,1,4,2,2.0,480.0,3,3,1,2010,33,378,9,9,1200.0,205000
1,4084,1,7,6,1986,1986,4,3,4,3,384.0,1277.0,1,1501,1501,2,2,1,4,1,2.0,512.0,3,3,1,2008,22,504,22,12,893.0,241500
1,7943,2,4,5,1961,1961,3,2,3,3,126.0,1029.0,1,1029,1029,1,3,1,3,0,1.0,261.0,3,3,1,2007,46,120,46,9,903.0,118500
1,6930,1,5,4,1958,1958,3,3,3,3,468.0,1062.0,1,1352,1352,1,3,1,4,0,1.0,288.0,3,3,1,2006,48,180,48,9,594.0,130000
2,7200,1,5,8,1940,1950,3,3,3,3,808.0,808.0,1,1072,1072,1,2,1,3,2,2.0,379.0,3,3,1,2007,67,360,57,9,0.0,130000
1,16052,1,10,5,2006,2006,5,3,5,3,644.0,1850.0,1,1850,2698,2,4,1,5,1,3.0,736.0,3,3,1,2006,0,750,0,15,1206.0,535000
1,7150,2,5,6,1962,1962,3,3,3,3,182.0,912.0,1,912,912,1,3,1,3,0,1.0,252.0,3,3,1,2009,47,270,47,9,730.0,123000
2,5350,3,7,8,1920,1965,3,3,3,3,508.0,624.0,1,730,1450,1,3,1,3,0,1.0,288.0,3,3,1,2008,88,504,43,9,116.0,132000
1,5400,1,5,6,1921,1968,3,3,3,3,1073.0,1073.0,1,1073,1073,1,2,1,3,0,1.0,326.0,3,3,1,2006,85,270,38,9,0.0,108480
1,9535,1,5,5,1967,1967,3,3,3,3,0.0,1176.0,1,1458,1458,1,3,1,3,1,2.0,512.0,3,3,1,2006,39,225,39,9,1176.0,165000
1,7441,1,7,5,2006,2006,4,3,4,3,1461.0,1461.0,1,1486,1486,2,3,1,4,0,2.0,566.0,3,3,1,2007,1,420,1,12,0.0,181000
1,15400,1,5,5,1961,1961,3,3,3,4,552.0,552.0,1,904,1774,2,4,1,3,1,1.0,384.0,3,3,1,2009,48,225,48,12,0.0,165000
1,10544,1,5,5,1969,1969,3,3,3,3,388.0,864.0,1,864,1479,2,5,1,3,0,1.0,275.0,3,3,1,2010,41,225,41,9,476.0,161000
1,10936,2,8,5,2006,2006,4,3,4,3,1504.0,1504.0,1,1504,1504,2,3,1,4,0,2.0,510.0,3,3,1,2006,0,480,0,12,0.0,199000
1,11316,1,7,5,2002,2003,4,3,4,3,193.0,817.0,1,824,1894,2,4,1,4,1,2.0,510.0,3,3,1,2010,8,420,7,12,624.0,214900
3,8640,1,8,5,2006,2006,4,3,4,3,1254.0,1278.0,1,1278,1278,2,2,1,4,0,2.0,584.0,3,3,1,2006,0,480,0,12,24.0,198600
1,12090,1,8,5,1998,1998,4,3,4,3,1141.0,1141.0,1,1165,2263,2,4,1,4,1,2.0,420.0,3,3,1,2006,8,480,8,12,0.0,258000
1,7939,2,7,5,2000,2000,3,3,5,3,348.0,1168.0,1,1168,2787,4,6,2,3,2,4.0,820.0,3,3,1,2009,9,315,9,15,820.0,269500
1,7750,4,7,5,2002,2002,4,3,4,3,707.0,707.0,1,707,1414,2,3,1,4,1,2.0,403.0,3,3,1,2008,6,420,6,12,0.0,176000
1,9350,1,6,7,1964,1991,3,3,4,3,452.0,1302.0,1,1302,1302,2,3,1,4,0,1.0,309.0,3,3,1,2007,43,378,16,12,850.0,158000
1,7750,1,8,5,2002,2002,4,3,4,3,55.0,408.0,1,779,1419,2,3,1,4,1,2.0,527.0,3,3,1,2009,7,480,7,12,353.0,184100
1,13001,5,6,5,1971,1971,3,3,3,3,1012.0,1625.0,1,1220,1220,2,2,1,3,1,2.0,944.0,3,3,1,2007,36,270,36,9,613.0,170000
1,13607,1,6,6,1986,1986,3,4,3,3,118.0,572.0,1,1182,1982,2,3,1,3,1,2.0,501.0,3,3,1,2009,23,432,23,9,454.0,208000
2,4435,1,6,5,2003,2003,4,3,4,3,163.0,848.0,1,848,848,1,1,1,4,0,2.0,420.0,3,3,1,2009,6,360,6,12,685.0,140000
2,3843,1,8,5,2007,2008,5,3,5,3,120.0,1596.0,1,1648,1648,2,2,1,5,1,2.0,482.0,3,3,1,2009,2,600,1,15,1476.0,230000
1,5950,1,8,5,1989,1989,4,3,4,3,1018.0,1337.0,1,1337,1337,2,2,1,4,1,2.0,462.0,3,3,1,2008,19,480,19,12,319.0,188500
1,12400,1,5,6,1940,1950,3,3,4,3,299.0,901.0,1,1125,1717,1,2,1,3,1,1.0,410.0,3,3,1,2006,66,270,56,12,602.0,194000
1,10425,1,5,5,1956,1958,3,3,3,3,330.0,1104.0,1,1104,1104,1,3,1,3,0,1.0,384.0,3,3,1,2008,52,225,50,9,774.0,133000
1,16269,1,5,5,1978,1978,3,3,4,3,282.0,907.0,1,907,907,1,3,1,3,0,1.0,343.0,3,3,1,2009,31,225,31,12,625.0,140000
1,8998,1,7,5,2000,2000,4,3,4,3,255.0,782.0,1,782,1652,2,3,1,4,0,2.0,532.0,3,3,1,2008,8,420,8,12,527.0,207500
1,10400,7,6,7,1967,1997,3,3,3,3,932.0,932.0,1,1271,2640,2,5,1,4,1,2.0,515.0,3,3,1,2009,42,378,12,9,0.0,256900
1,10134,1,5,6,1940,1950,3,3,3,3,735.0,735.0,1,735,1034,1,2,1,3,0,1.0,240.0,3,3,1,2007,67,270,57,9,0.0,109000
1,11645,1,8,5,2005,2006,4,3,5,3,1474.0,1498.0,1,1498,1498,2,3,1,4,1,3.0,844.0,3,3,1,2009,4,480,3,15,24.0,237000
1,8250,1,5,7,1963,1963,3,3,3,3,765.0,1053.0,1,1053,1053,1,3,1,4,0,2.0,692.0,3,3,1,2007,44,315,44,9,288.0,142100
1,11027,1,6,5,1954,1954,3,3,3,3,171.0,1178.0,1,1293,1293,2,2,1,3,0,2.0,452.0,3,3,1,2006,52,270,52,9,1007.0,149900
1,12350,1,9,5,2008,2008,5,3,5,3,788.0,2020.0,1,2020,2020,2,3,1,5,1,3.0,896.0,3,3,1,2009,1,675,1,15,1232.0,404000
1,18275,1,7,8,1962,1998,3,3,3,3,802.0,1438.0,1,1900,2448,3,3,1,3,2,2.0,441.0,3,3,1,2006,44,504,8,9,636.0,277500
1,9206,1,6,5,1985,1985,4,3,4,3,741.0,741.0,1,977,1732,2,3,1,4,1,2.0,476.0,3,3,1,2010,25,360,25,12,0.0,178000
1,6240,1,8,5,2006,2006,4,3,4,3,461.0,1324.0,1,1324,1324,2,2,1,4,1,2.0,550.0,3,3,1,2009,3,480,3,12,863.0,254000
2,9656,1,2,2,1923,1970,3,2,2,2,678.0,678.0,0,832,832,1,2,1,3,1,2.0,780.0,2,2,0,2010,87,24,40,4,0.0,12789
1,7875,1,7,5,1995,1996,3,3,4,4,1237.0,1237.0,1,1253,1253,2,3,1,3,1,2.0,402.0,3,3,1,2007,12,315,11,16,0.0,176000
1,16259,1,9,5,2006,2006,3,3,5,4,1249.0,1249.0,1,1249,2596,3,4,1,4,0,3.0,840.0,3,3,1,2006,0,405,0,20,0.0,342643
1,6173,1,5,6,1967,1967,3,3,3,3,277.0,876.0,1,902,902,1,3,1,3,0,1.0,288.0,3,3,1,2007,40,270,40,9,599.0,125500
1,12890,1,6,5,1989,1989,3,3,4,3,1495.0,1495.0,1,1495,1495,2,3,1,3,1,2.0,438.0,3,3,1,2008,19,270,19,12,0.0,150000
3,10440,1,8,5,2007,2007,5,3,4,3,1574.0,1574.0,1,1584,1584,2,2,1,5,1,2.0,594.0,3,3,1,2007,0,600,0,12,0.0,261329
1,9532,1,4,6,1953,1953,3,3,3,3,156.0,1105.0,1,1647,1647,1,3,1,3,1,1.0,280.0,3,3,1,2007,54,216,54,9,949.0,153000
1,3922,1,7,5,2006,2007,4,3,5,3,1258.0,1258.0,1,1258,1258,2,2,1,4,1,3.0,648.0,3,3,1,2007,1,420,0,15,0.0,172500
1,8730,4,6,7,1915,2003,3,3,3,3,698.0,698.0,1,698,1396,1,3,1,3,0,1.0,384.0,3,3,1,2007,92,378,4,9,0.0,153575
1,14450,1,9,5,2006,2007,5,3,5,3,2121.0,2121.0,1,2121,2121,2,3,1,5,1,3.0,732.0,3,3,1,2007,1,675,0,15,0.0,415298
2,5400,1,6,6,1920,1950,2,3,3,3,972.0,972.0,1,1044,1480,1,3,1,3,0,1.0,207.0,2,3,1,2009,89,216,59,9,0.0,119000
1,10000,1,8,5,2006,2006,4,3,4,4,1588.0,1588.0,1,1588,1588,2,3,1,4,1,3.0,825.0,3,3,1,2007,1,480,1,16,0.0,227000
1,10007,1,5,7,1959,2006,4,3,3,3,247.0,1053.0,1,1053,1053,1,3,1,4,0,1.0,312.0,3,3,1,2008,49,420,2,9,806.0,145500
2,7830,1,3,5,1921,1950,3,3,2,3,76.0,492.0,1,492,492,1,1,1,3,0,1.0,200.0,2,3,0,2006,85,135,56,6,416.0,61500
1,11727,1,7,6,1969,1969,3,4,3,3,1851.0,1851.0,1,1851,1851,2,3,1,3,1,2.0,506.0,3,3,1,2006,37,504,37,9,0.0,192100
2,10320,3,6,7,1915,1965,3,4,3,3,160.0,698.0,1,754,1403,1,3,1,3,0,1.0,308.0,3,3,1,2009,94,504,44,9,538.0,116000
1,10482,1,6,8,1958,1958,3,4,3,3,81.0,588.0,1,1138,1138,1,3,1,3,0,1.0,264.0,3,3,1,2007,49,576,49,9,507.0,145000
1,15274,1,9,5,2003,2003,4,3,5,3,480.0,2452.0,1,2452,2452,2,3,1,5,1,3.0,886.0,3,3,1,2009,6,540,6,15,1972.0,445000
1,8800,1,5,7,1977,2008,3,3,4,3,364.0,1040.0,1,1040,1040,2,3,1,4,0,2.0,484.0,3,3,1,2009,32,315,1,12,676.0,150500
1,10000,1,6,5,1993,1994,3,3,4,3,763.0,763.0,1,763,1655,2,3,1,3,1,2.0,440.0,3,3,1,2010,17,270,16,12,0.0,175900
1,10140,1,6,6,1974,1974,3,3,3,3,228.0,1116.0,1,1116,1116,2,3,1,3,1,2.0,528.0,3,3,1,2009,35,324,35,9,888.0,167900
1,14054,1,7,5,2006,2006,4,3,4,3,879.0,879.0,1,879,1863,2,4,1,4,1,3.0,660.0,3,3,1,2006,0,420,0,12,0.0,219210
1,11218,1,6,5,1992,1992,4,3,4,3,1055.0,1055.0,1,1055,1845,2,3,1,4,1,2.0,462.0,3,3,1,2010,18,360,18,12,0.0,189000
1,8856,1,5,4,1957,1957,3,3,3,3,503.0,1176.0,1,1176,1176,1,3,1,3,2,1.0,292.0,3,3,1,2008,51,180,51,9,673.0,136500
1,7800,1,5,7,1966,2008,3,3,3,3,150.0,864.0,1,892,892,1,3,1,4,0,1.0,416.0,3,3,1,2010,44,315,2,9,714.0,137900
2,7200,1,5,4,1910,2006,3,3,3,3,310.0,1022.0,0,1022,1022,1,2,1,3,0,1.0,280.0,3,3,1,2009,99,180,3,9,712.0,85000
1,10680,1,5,3,1951,1951,3,3,3,2,1380.0,2136.0,0,2136,2136,2,4,1,3,0,2.0,528.0,3,3,1,2006,55,135,55,6,756.0,137900
1,9535,1,6,5,1998,1998,3,3,4,3,75.0,926.0,1,926,1604,2,3,1,3,0,2.0,472.0,3,3,1,2008,10,270,10,12,851.0,195500
1,6858,1,6,4,1915,1950,3,3,4,3,806.0,806.0,0,841,1647,1,4,1,2,0,1.0,216.0,3,3,1,2010,95,216,60,12,0.0,128000
1,8100,2,5,8,1961,2007,3,4,3,3,100.0,864.0,1,864,864,1,3,1,4,1,1.0,420.0,3,3,1,2008,47,480,1,9,764.0,135000
1,9216,1,5,6,1975,1975,3,3,3,3,782.0,1076.0,1,1076,1076,1,3,1,3,1,2.0,576.0,3,3,1,2008,33,270,33,9,294.0,143195
2,9100,4,5,6,1930,1960,3,3,3,3,742.0,742.0,1,779,935,1,2,1,3,0,1.0,308.0,3,3,2,2008,78,270,48,9,0.0,79500
1,12774,1,7,5,2003,2004,4,3,4,3,835.0,835.0,1,835,1663,2,3,1,4,0,2.0,478.0,3,3,1,2008,5,420,4,12,0.0,192500
2,6000,1,5,7,1950,1970,3,5,3,3,384.0,768.0,1,768,1328,1,3,1,3,0,1.0,308.0,3,3,1,2009,59,525,39,9,384.0,129500
1,10364,1,6,5,1995,1996,3,3,4,3,806.0,806.0,1,806,1572,2,3,1,3,1,2.0,373.0,3,3,1,2007,12,270,11,12,0.0,168000
2,6000,1,6,5,1939,1950,3,3,3,3,475.0,739.0,1,874,1342,2,2,2,3,1,1.0,240.0,3,3,1,2008,69,270,58,9,264.0,105000
1,10530,1,6,5,1971,1971,3,3,3,3,664.0,981.0,1,981,981,1,3,1,3,0,2.0,576.0,3,3,1,2007,36,270,36,9,317.0,143250
1,9525,1,5,6,1995,2006,3,3,4,3,1099.0,1099.0,1,1099,1099,1,3,1,4,0,1.0,352.0,3,3,1,2008,13,270,2,12,0.0,144000
1,8880,1,7,5,1994,2002,4,3,4,3,253.0,948.0,1,1222,2110,2,3,1,4,2,2.0,463.0,3,3,1,2010,16,420,8,12,695.0,205000
1,8410,1,6,6,1974,1974,3,3,4,3,46.0,970.0,1,1026,1026,1,2,1,3,1,2.0,528.0,3,3,1,2007,33,324,33,12,924.0,143000
3,4385,1,9,5,2001,2001,4,3,5,3,455.0,1419.0,1,1419,1419,1,2,1,5,1,2.0,588.0,3,3,1,2008,7,540,7,15,964.0,290000
1,12919,1,9,5,2009,2010,5,3,5,3,142.0,2330.0,1,2364,2364,2,2,1,5,2,3.0,820.0,3,3,1,2010,1,675,0,15,2188.0,611657
1,12464,1,5,5,1996,1996,3,4,4,3,308.0,1040.0,1,1040,1040,1,3,1,4,0,2.0,576.0,3,3,1,2009,13,300,13,12,732.0,152000
1,5005,1,8,5,1992,1992,4,3,4,3,1017.0,1280.0,1,1280,1280,2,2,1,4,0,2.0,506.0,3,3,1,2010,18,480,18,12,263.0,191500
1,9591,1,8,5,2004,2005,4,3,5,3,1143.0,1143.0,1,1143,2473,2,4,1,4,1,3.0,852.0,3,3,1,2007,3,480,2,15,0.0,317000
1,6960,1,7,8,1940,1998,3,3,3,3,422.0,680.0,1,798,1302,1,2,1,4,2,1.0,224.0,3,3,1,2007,67,504,9,9,258.0,165250
1,9825,1,5,5,1966,1966,3,3,3,3,483.0,1092.0,1,1092,1092,1,3,1,3,0,1.0,264.0,3,3,1,2008,42,225,42,9,609.0,123000
1,14175,7,6,8,1956,1956,3,3,3,4,212.0,988.0,1,1188,1188,1,1,1,3,1,2.0,621.0,3,3,1,2008,52,432,52,12,776.0,185000
1,7400,3,7,6,1962,1962,3,3,3,3,236.0,1045.0,1,1045,1045,1,3,1,3,0,2.0,528.0,3,3,1,2006,44,378,44,9,809.0,120000
1,10738,1,6,7,1966,1966,3,3,3,3,301.0,1093.0,1,1093,1093,2,3,1,3,1,2.0,484.0,3,3,1,2007,41,378,41,9,792.0,158500
1,8366,1,6,5,2004,2004,4,3,4,3,798.0,798.0,1,798,1640,2,3,1,4,0,2.0,520.0,3,3,1,2008,4,360,4,12,0.0,173000
1,7200,2,7,9,1936,2007,4,4,4,4,0.0,560.0,1,575,1135,1,3,1,4,0,2.0,576.0,3,3,1,2009,73,1008,2,16,560.0,155000
1,10230,1,5,7,1925,1950,3,3,3,3,1054.0,1054.0,1,1078,1078,1,3,1,5,0,1.0,264.0,3,3,0,2009,84,315,59,9,0.0,125000
1,8834,1,9,5,2004,2005,4,3,5,3,292.0,1462.0,1,1462,2224,2,4,1,5,1,3.0,738.0,3,3,1,2009,5,540,4,15,1170.0,350000
1,9179,1,7,5,1999,1999,4,3,4,3,240.0,873.0,1,882,1790,2,3,1,4,0,2.0,588.0,3,3,1,2008,9,420,9,12,633.0,193000
1,11526,1,6,7,1922,1994,3,3,5,3,588.0,588.0,1,1423,2555,2,3,1,3,1,2.0,672.0,3,3,1,2008,86,378,14,15,0.0,191000
2,5684,1,6,8,1930,2005,3,3,3,3,813.0,813.0,1,813,813,1,2,1,4,0,1.0,270.0,2,2,0,2006,76,432,1,9,0.0,110000
1,11885,1,8,5,2001,2001,4,3,4,3,309.0,1299.0,1,1299,1872,2,3,1,5,1,2.0,531.0,3,3,1,2009,8,480,8,12,990.0,261500
1,9600,1,5,6,1956,1956,3,3,3,3,546.0,1050.0,1,1050,1050,1,2,1,3,0,1.0,338.0,3,3,1,2009,53,270,53,9,504.0,128900
1,17242,1,9,5,1993,1994,4,4,5,3,48.0,1733.0,1,1933,3500,3,4,1,5,1,3.0,959.0,3,3,1,2006,13,720,12,15,1685.0,584500
1,10215,1,4,5,1954,1954,3,3,3,3,372.0,864.0,1,948,948,1,3,1,3,0,1.0,248.0,3,3,1,2007,53,180,53,9,492.0,111000
1,8550,4,5,5,1926,1950,3,3,2,3,750.0,750.0,1,960,1316,1,4,1,3,0,2.0,576.0,3,3,1,2007,81,225,57,6,0.0,90000
1,18450,1,6,5,1965,1979,3,4,4,3,111.0,1021.0,1,1465,2380,2,3,1,3,1,2.0,596.0,3,3,1,2007,42,360,28,12,910.0,129000
1,14778,5,6,7,1954,2006,4,3,3,3,568.0,1296.0,1,1640,1640,1,3,1,4,1,2.0,924.0,3,3,1,2008,54,504,2,9,728.0,224000
3,3180,1,6,5,2005,2005,4,3,4,3,210.0,600.0,1,600,1200,2,2,1,4,0,2.0,480.0,3,3,1,2008,3,360,3,12,390.0,165000
2,3068,1,6,8,1920,1993,3,4,3,3,662.0,662.0,1,662,1324,1,3,1,3,0,1.0,180.0,3,3,1,2010,90,576,17,9,0.0,122000
1,8298,1,8,5,2006,2007,4,3,4,3,963.0,1546.0,1,1564,1564,2,2,1,5,1,2.0,502.0,3,3,1,2007,1,480,0,12,583.0,267300
1,13518,1,9,5,2008,2009,5,3,5,3,1926.0,1926.0,1,1966,3140,3,4,1,5,2,3.0,820.0,3,3,1,2009,1,675,0,15,0.0,485000
2,33120,4,6,5,1962,1962,3,3,3,3,1595.0,1595.0,1,1611,2486,2,5,1,3,1,2.0,576.0,3,3,1,2006,44,270,44,9,0.0,220000
1,13142,5,6,5,1997,1997,3,3,4,3,176.0,864.0,1,872,1771,2,3,1,4,0,2.0,600.0,3,3,1,2008,11,270,11,12,688.0,215700
1,11362,1,8,5,2004,2005,4,3,5,3,797.0,1836.0,1,1836,1836,2,3,1,4,1,3.0,862.0,3,3,1,2009,5,480,4,15,1039.0,280000
1,10845,1,8,5,2003,2004,4,3,4,3,454.0,1603.0,1,1575,1575,2,2,1,4,1,3.0,732.0,3,3,1,2008,5,480,4,12,1149.0,284000
1,9760,1,6,7,1963,1984,3,3,3,3,415.0,1395.0,1,1395,1395,1,2,1,3,1,2.0,440.0,3,3,1,2010,47,378,26,9,980.0,192000
